Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
325,2018-03-29,March,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
326,2018-03-30,March,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
327,2018-03-31,March,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,6,5,1,Walks > Strikeouts
328,2018-04-01,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,4,6,-2,Strikeouts > Walks
329,2018-04-02,April,Monday,Boston Red Sox,Miami Marlins,National League (NL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
330,2018-04-03,April,Tuesday,Boston Red Sox,Miami Marlins,National League (NL) East,1,4,Runs_Scored = 4 or 5,12,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
331,2018-04-05,April,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,3,Runs_Scored = 2 or 3,10,Hits >= 10,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,6,9,-3,Strikeouts > Walks
332,2018-04-07,April,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,10,Runs_Scored >= 10,9,Hits > 3 but <= 9,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,6,3,3,Walks > Strikeouts
333,2018-04-08,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,11,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
334,2018-04-10,April,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,1,14,Runs_Scored >= 10,11,Hits >= 10,4,1,1,Home_Runs = 1,6,Extra_Base_Hits > 5,7,10,-3,Strikeouts > Walks
335,2018-04-11,April,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,10,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
336,2018-04-12,April,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
337,2018-04-13,April,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,6,6,0,Walks = Strikeouts
338,2018-04-14,April,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,10,Runs_Scored >= 10,15,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,2,3,-1,Strikeouts > Walks
339,2018-04-15,April,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,3,Runs_Scored = 2 or 3,10,Hits >= 10,4,1,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
340,2018-04-17,April,Tuesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,10,Runs_Scored >= 10,15,Hits >= 10,0,0,6,Home_Runs > 1,6,Extra_Base_Hits > 5,5,3,2,Walks > Strikeouts
341,2018-04-18,April,Wednesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,3,12,-9,Strikeouts > Walks
342,2018-04-19,April,Thursday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,8,Runs_Scored > 5 but <= 9,14,Hits >= 10,5,0,2,Home_Runs > 1,7,Extra_Base_Hits > 5,3,5,-2,Strikeouts > Walks
343,2018-04-20,April,Friday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,6,-5,Strikeouts > Walks
344,2018-04-21,April,Saturday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,0,Runs_Scored <= 1,0,Hits <= 3,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,10,-8,Strikeouts > Walks
345,2018-04-22,April,Sunday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
346,2018-04-24,April,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,14,-12,Strikeouts > Walks
347,2018-04-25,April,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,6,10,-4,Strikeouts > Walks
348,2018-04-26,April,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
349,2018-04-27,April,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,5,0,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
350,2018-04-28,April,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,6,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,14,-11,Strikeouts > Walks
351,2018-04-29,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,7,-4,Strikeouts > Walks
352,2018-04-30,April,Monday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,10,Runs_Scored >= 10,13,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,3,0,Walks = Strikeouts
353,2018-05-01,May,Tuesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,6,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
354,2018-05-02,May,Wednesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,1,6,-5,Strikeouts > Walks
355,2018-05-03,May,Thursday,Boston Red Sox,Texas Rangers,American League (AL) West,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
356,2018-05-04,May,Friday,Boston Red Sox,Texas Rangers,American League (AL) West,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
357,2018-05-05,May,Saturday,Boston Red Sox,Texas Rangers,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
358,2018-05-06,May,Sunday,Boston Red Sox,Texas Rangers,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
359,2018-05-08,May,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,0,14,-14,Strikeouts > Walks
360,2018-05-09,May,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,6,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
361,2018-05-10,May,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
362,2018-05-11,May,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
363,2018-05-12,May,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
364,2018-05-13,May,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,5,7,-2,Strikeouts > Walks
365,2018-05-14,May,Monday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,4,-3,Strikeouts > Walks
366,2018-05-15,May,Tuesday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,3,Runs_Scored = 2 or 3,10,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,1,6,-5,Strikeouts > Walks
367,2018-05-16,May,Wednesday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
368,2018-05-17,May,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
369,2018-05-18,May,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,4,Runs_Scored = 4 or 5,13,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,3,4,-1,Strikeouts > Walks
370,2018-05-19,May,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,5,8,-3,Strikeouts > Walks
371,2018-05-20,May,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,5,8,-3,Strikeouts > Walks
372,2018-05-22,May,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
373,2018-05-23,May,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,6,11,-5,Strikeouts > Walks
374,2018-05-24,May,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
375,2018-05-25,May,Friday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,6,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,0,1,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
376,2018-05-26,May,Saturday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,1,2,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
377,2018-05-27,May,Sunday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
378,2018-05-28,May,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,4,0,Walks = Strikeouts
379,2018-05-29,May,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,13,Hits >= 10,6,0,2,Home_Runs > 1,8,Extra_Base_Hits > 5,2,4,-2,Strikeouts > Walks
380,2018-05-30,May,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
381,2018-05-31,May,Thursday,Boston Red Sox,Houston Astros,American League (AL) West,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
382,2018-06-01,June,Friday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
383,2018-06-02,June,Saturday,Boston Red Sox,Houston Astros,American League (AL) West,1,5,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
384,2018-06-03,June,Sunday,Boston Red Sox,Houston Astros,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,15,Hits >= 10,3,1,2,Home_Runs > 1,6,Extra_Base_Hits > 5,1,13,-12,Strikeouts > Walks
385,2018-06-05,June,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
386,2018-06-06,June,Wednesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,0,3,-3,Strikeouts > Walks
387,2018-06-07,June,Thursday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,8,-3,Strikeouts > Walks
388,2018-06-08,June,Friday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,0,Runs_Scored <= 1,3,Hits <= 3,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
389,2018-06-09,June,Saturday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
390,2018-06-10,June,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
391,2018-06-11,June,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
392,2018-06-12,June,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,10,7,3,Walks > Strikeouts
393,2018-06-13,June,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
394,2018-06-14,June,Thursday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
395,2018-06-15,June,Friday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
396,2018-06-16,June,Saturday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,0,Runs_Scored <= 1,2,Hits <= 3,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,0,12,-12,Strikeouts > Walks
397,2018-06-17,June,Sunday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,13,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,4,-1,Strikeouts > Walks
398,2018-06-19,June,Tuesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
399,2018-06-20,June,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,5,5,0,Walks = Strikeouts
400,2018-06-21,June,Thursday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,16,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,9,-5,Strikeouts > Walks
401,2018-06-22,June,Friday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,14,Runs_Scored >= 10,20,Hits >= 10,5,1,1,Home_Runs = 1,7,Extra_Base_Hits > 5,3,5,-2,Strikeouts > Walks
402,2018-06-23,June,Saturday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,1,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
403,2018-06-24,June,Sunday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,0,8,-8,Strikeouts > Walks
404,2018-06-26,June,Tuesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,6,0,4,Home_Runs > 1,10,Extra_Base_Hits > 5,4,5,-1,Strikeouts > Walks
405,2018-06-27,June,Wednesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,5,5,0,Walks = Strikeouts
406,2018-06-28,June,Thursday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
407,2018-06-29,June,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
408,2018-06-30,June,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,1,11,Runs_Scored >= 10,17,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
409,2018-07-01,July,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
410,2018-07-02,July,Monday,Boston Red Sox,Washington Nationals,National League (NL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
411,2018-07-03,July,Tuesday,Boston Red Sox,Washington Nationals,National League (NL) East,1,11,Runs_Scored >= 10,12,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,5,5,0,Walks = Strikeouts
412,2018-07-04,July,Wednesday,Boston Red Sox,Washington Nationals,National League (NL) East,1,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
413,2018-07-06,July,Friday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,10,Runs_Scored >= 10,15,Hits >= 10,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,2,4,-2,Strikeouts > Walks
414,2018-07-07,July,Saturday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,15,Runs_Scored >= 10,16,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,13,8,5,Walks > Strikeouts
415,2018-07-08,July,Sunday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,14,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,7,5,2,Walks > Strikeouts
416,2018-07-09,July,Monday,Boston Red Sox,Texas Rangers,American League (AL) West,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,0,6,-6,Strikeouts > Walks
417,2018-07-10,July,Tuesday,Boston Red Sox,Texas Rangers,American League (AL) West,1,8,Runs_Scored > 5 but <= 9,12,Hits >= 10,6,1,0,Home_Runs = 0,7,Extra_Base_Hits > 5,5,3,2,Walks > Strikeouts
418,2018-07-11,July,Wednesday,Boston Red Sox,Texas Rangers,American League (AL) West,1,4,Runs_Scored = 4 or 5,11,Hits >= 10,1,1,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
419,2018-07-12,July,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
420,2018-07-13,July,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,2,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
421,2018-07-14,July,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
422,2018-07-15,July,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,5,1,Walks > Strikeouts
423,2018-07-20,July,Friday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
424,2018-07-21,July,Saturday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,0,Runs_Scored <= 1,8,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,8,-5,Strikeouts > Walks
425,2018-07-22,July,Sunday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
426,2018-07-23,July,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,3,3,Walks > Strikeouts
427,2018-07-24,July,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,0,0,4,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
428,2018-07-26,July,Thursday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
429,2018-07-27,July,Friday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
430,2018-07-28,July,Saturday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,10,Runs_Scored >= 10,14,Hits >= 10,5,2,1,Home_Runs = 1,8,Extra_Base_Hits > 5,6,12,-6,Strikeouts > Walks
431,2018-07-29,July,Sunday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,3,Runs_Scored = 2 or 3,10,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
